Name,Given Name,Additional Name,Family Name,Yomi Name,Given Name Yomi,Additional Name Yomi,Family Name Yomi,Name Prefix,Name Suffix,Initials,Nickname,Short Name,Maiden Name,Birthday,Gender,Location,Billing Information,Directory Server,Mileage,Occupation,Hobby,Sensitivity,Priority,Subject,Notes,Language,Photo,Group Membership,E-mail 1 - Type,E-mail 1 - Value,Phone 1 - Type,Phone 1 - Value,Organization 1 - Type,Organization 1 - Name,Organization 1 - Yomi Name,Organization 1 - Title,Organization 1 - Department,Organization 1 - Symbol,Organization 1 - Location,Organization 1 - Job Description
Dummy Boo,Dummy,74,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,75,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,76,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,77,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,78,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,79,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,80,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,81,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,82,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,83,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,84,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,85,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,86,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,87,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,88,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,89,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,90,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,91,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,92,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,93,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,94,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,95,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,96,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,97,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,98,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,99,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,100,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
