Name,Given Name,Additional Name,Family Name,Yomi Name,Given Name Yomi,Additional Name Yomi,Family Name Yomi,Name Prefix,Name Suffix,Initials,Nickname,Short Name,Maiden Name,Birthday,Gender,Location,Billing Information,Directory Server,Mileage,Occupation,Hobby,Sensitivity,Priority,Subject,Notes,Language,Photo,Group Membership,E-mail 1 - Type,E-mail 1 - Value,Phone 1 - Type,Phone 1 - Value,Organization 1 - Type,Organization 1 - Name,Organization 1 - Yomi Name,Organization 1 - Title,Organization 1 - Department,Organization 1 - Symbol,Organization 1 - Location,Organization 1 - Job Description
Dummy Boo,Dummy,74,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,75,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,76,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,77,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,78,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,79,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,80,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,81,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,82,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,83,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,84,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,85,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,86,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,87,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,88,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,89,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,90,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,91,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,92,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,93,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,94,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,95,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,96,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,97,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,98,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,99,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,100,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,101,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,102,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,103,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,104,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,105,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,106,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,107,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,108,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,109,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,110,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,111,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,112,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,113,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,114,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,115,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,116,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,117,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,118,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,119,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,120,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,121,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,122,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,123,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,124,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,125,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,126,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,127,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,128,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,129,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,130,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,131,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,132,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,133,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,134,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,135,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,136,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,137,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,138,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,139,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,140,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,141,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,142,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,143,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,144,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,145,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,146,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,147,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,148,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,149,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,150,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,151,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,152,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,153,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
Dummy Boo,Dummy,154,Boo,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,* ,nope@what.meh,,000 111 2222,,Spoke Phone,,Monkey,,,,
